Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
PPLI00;Peupliers;GAILLARD;FR;8505136;46.189575, 6.209404;N
PR4700;Grand-Saconnex, P+R;LE GRAND-SACONNEX;CH;8592949;46.239738, 6.123398;Y
PR4701;Grand-Saconnex, P+R;LE GRAND-SACONNEX;CH;8592949;46.239445, 6.123262;Y
PR4702;Aéroport-P47;LE GRAND-SACONNEX;CH;8592949;46.242447, 6.121097;N
PR4798;Aéroport-P47;LE GRAND-SACONNEX;CH;8592949;46.242935, 6.122642;N
PRBE00;Bernex-P+R;BERNEX;CH;8592660;46.178452, 6.084377;N
PRBE01;Bernex-P+R;BERNEX;CH;8592660;46.179478, 6.081748;Y
PRBE91;Bernex-P+R;BERNEX;CH;8592660;46.179562, 6.081721;N
PRBE92;Bernex-P+R;BERNEX;CH;8592660;46.179218, 6.082375;N
PRBE99;Bernex-P+R;BERNEX;CH;8592660;46.178375, 6.082441;N
PRBEST;Bernex-P+R (Stationnement);BERNEX;CH;8592660;46.178921, 6.085063;N
PRCA00;Presinge, Hameau de Cara;PRESINGE;CH;;46.206844, 6.250036;N
PRCE00;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401782;46.254276, 6.059494;Y
PRCE03;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401782;46.258636, 6.056012;N
PRCH00;Parc du Château;PRÉVESSIN-MOËNS;FR;;;N
PREL00;La Prêle;COLLEX-BOSSY;CH;8592721;46.267467, 6.125141;Y
PREL99;La Prêle;COLLEX-BOSSY;CH;8592721;46.270248, 6.128291;N
PREV01;Prévessin-Moëns-Mairie;PRÉVESSIN-MOËNS;FR;1401005;46.254467, 6.080942;Y
PRFE01;Ferney P+R;FERNEY-VOLTAIRE;FR;;46.258846, 6.10988;N
PRFR00;Pregnin, Fruitière;SAINT-GENIS-POUILLY;FR;1402498;46.260651, 6.041459;Y
PRGM01;Meyrin-Gare;MEYRIN;CH;8595029;46.221588, 6.076862;Y
PRGM07;Meyrin-Gare;MEYRIN;CH;8595029;46.221588, 6.074659;Y
PRGR00;Progrès;VERNIER;CH;8593168;46.210739, 6.076201;Y
PRJM01;J Monnet-P+R;ANNEMASSE;FR;8595821;46.182285, 6.246212;N
PRLA00;La Pralay;GENTHOD;CH;8592932;46.268585, 6.15835;Y
PRLA01;La Pralay;GENTHOD;CH;8592932;46.268673, 6.158309;Y
PRMA00;Bernex-Pré-Marais;BERNEX;CH;8508132;46.179634, 6.077625;Y
PRMO01;Pré-Monnard;LANCY;CH;8592993;46.186668, 6.116323;Y
PRPI99;Pré-Picot;COLOGNY;CH;8507355;46.206444, 6.175514;N
PRPL01;Prés des Plans;VILLE-LA-GRAND;FR;8595845;46.203915, 6.261871;N
PRPL99;Prés des Plans;VILLE-LA-GRAND;FR;8595845;46.203915, 6.261846;N
PRRI01;Prairie;GENÈVE;CH;8592890;46.208565, 6.135931;Y
PRSM02;Sous-Moulin;THÔNEX;CH;8588310;46.190681, 6.192307;Y
PRSM03;Sous-Moulin;THÔNEX;CH;8588310;46.18943, 6.191443;Y
PRSM05;Sous-Moulin;THÔNEX;CH;8588310;46.190132, 6.191983;Y
PRSMST;Sous-Moulin Stationnment;THÔNEX;CH;8588310;46.19009, 6.192051;N
PRTN00;Printanière;AVULLY;CH;8592629;46.173531, 6.005539;Y
PRVE00;Veyrier-P+R;ETREMBIÈRES;FR;;46.044125, 6.146775;N
PRVG00;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.27647, 6.246731;N
PRVG02;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276249, 6.246373;N
PRVG96;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276569, 6.24692;N
PRVG97;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276424, 6.24675;N
PRVG99;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.274925, 6.249016;N
PRVI00;Viry P+R;VIRY;FR;1401846;46.130058, 6.030375;Y
PRVM00;P+R Vernier-Meyrin;MEYRIN;CH;;46.221733, 6.076923;N
PRVM01;P+R Vernier-Meyrin;MEYRIN;CH;;46.221588, 6.076862;N
PRVT00;Préventorium;LANCY;CH;8592994;46.173035, 6.132907;Y
PRVT01;Préventorium;LANCY;CH;8592994;46.172913, 6.133078;Y
PSAC00;Petit-Saconnex;GENÈVE;CH;8592880;46.222935, 6.128561;Y
PSAC01;Petit-Saconnex;GENÈVE;CH;8592880;46.223125, 6.1284;Y
PSAC03;Petit-Saconnex;GENÈVE;CH;8592880;46.222775, 6.129675;N
PSGE00;Presinge-Village;PRESINGE;CH;8587085;46.219105, 6.253443;Y
PSGE01;Presinge-Village;PRESINGE;CH;8587085;46.218754, 6.253502;Y
PSGE03;Presinge-Village;PRESINGE;CH;8587085;46.21944, 6.253228;Y
PSGE99;Presinge-Village;PRESINGE;CH;8587085;46.219234, 6.253633;N
PSIE01;Pont de Sierne;VEYRIER;CH;8593210;46.178596, 6.182016;Y
PSON01;Chemin des Pinsons;CHÊNE-BOURG;CH;;46.044125, 6.146775;N
PSRY00;Passeiry;AVUSY;CH;8592638;46.156109, 6.002954;N
PSSY00;Peissy;SATIGNY;CH;8587416;46.210621, 6.020063;Y
PSTA00;Parc Stagni;CHÊNE-BOUGERIES;CH;8592698;46.195576, 6.186573;Y
PSUD00;Plein-Sud;THÔNEX;CH;8593121;46.20256, 6.219454;Y
PSUS01;Peney-Dessus;SATIGNY;CH;8595672;46.200321, 6.036826;Y
PT1800;Site LHC18;PRÉVESSIN-MOËNS;FR;8587918;46.241718, 6.048583;N
PT1801;Site LHC18;PRÉVESSIN-MOËNS;FR;8587918;46.241756, 6.048414;N
PTAL97;Pont de l'Allondon;DARDAGNY;CH;8506514;46.18499, 6.008214;N
PTAL98;Pont de l'Allondon;DARDAGNY;CH;8506514;46.18515, 6.00828;N
PTAR02;Pont-d'Arve;GENÈVE;CH;8592887;46.195049, 6.14299;Y
PTAR98;Pont-d'Arve;GENÈVE;CH;8592887;46.194492, 6.142032;N
PTLA00;Petit-Lancy-Place;LANCY;CH;8587082;46.190266, 6.119021;Y
PTLA02;Petit-Lancy-Place;LANCY;CH;8587082;46.189888, 6.12078;Y
PTNF01;Pont-Neuf;VILLE-LA-GRAND;FR;8595842;46.203663, 6.246263;N
PTNR01;Pont Noir;GAILLARD;FR;8595843;46.192635, 6.216152;N
PTOU00;Les Petoux;PUPLINGE;CH;8593086;46.206455, 6.227245;Y
PTOU01;Les Petoux;PUPLINGE;CH;8593086;46.206425, 6.227025;N
PTOU99;Les Petoux;PUPLINGE;CH;8593086;46.205719, 6.225007;N
PUBR00;Puplinge-Brolliets;PUPLINGE;CH;8507418;46.21442, 6.233418;Y
PUFR01;Puplinge-Frémis;PUPLINGE;CH;8593084;46.211945, 6.228885;Y
PUMA96;Puplinge-Mairie;PUPLINGE;CH;8587086;46.211872, 6.228943;N
PVEY00;Petit-Veyrier;VEYRIER;CH;8593207;46.170509, 6.182357;N
PVEY01;Petit-Veyrier;VEYRIER;CH;8593207;46.170647, 6.182445;Y
PVEY03;Petit-Veyrier;VEYRIER;CH;8593207;46.16988, 6.183136;Y
PVEY98;Petit-Veyrier;VEYRIER;CH;8593207;46.170147, 6.182327;N
PVRT00;Place Verte;VEYRIER;CH;8593209;46.169598, 6.156402;Y
PVTH00;Parking-Val-Thoiry;THOIRY;FR;;46.227093, 5.992307;N
PXHA00;Musée Auto;LE GRAND-SACONNEX;CH;;46.235897, 6.115868;N
PXPH00;Palexpo-Halle 7;LE GRAND-SACONNEX;CH;8592937;46.23595, 6.115815;Y
PXPH01;Palexpo-Halle 7;LE GRAND-SACONNEX;CH;8592937;46.234859, 6.116463;Y
PXPH02;Palexpo-Halle 7;LE GRAND-SACONNEX;CH;8592937;46.236183, 6.115669;N
PXPO02;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.232826, 6.119637;N
PXPO05;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233273, 6.118557;N
PXPO11;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233494, 6.11813;Y
PXPO98;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.23315, 6.118711;N
PXPO99;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233421, 6.118739;N
PYMA02;Pregny-Mairie;PREGNY-CHAMBÉSY;CH;8593077;46.235645, 6.139338;N
PZYM00;Hewlett-Packard;MEYRIN;CH;;46.230934, 6.056301;N
PZYM01;Hewlett-Packard;MEYRIN;CH;;46.226101, 6.05619;N
QARO00;Quai du Rhône;GENÈVE;CH;;46.203148, 6.1349;N
QARV01;Queue-d'Arve;GENÈVE;CH;8592891;46.195911, 6.129444;Y
QARV02;Queue-d'Arve;GENÈVE;CH;8592891;46.196293, 6.128208;Y
QARV03;Queue-d'Arve;GENÈVE;CH;8592891;46.195904, 6.127963;Y
QUID01;Quidort;LANCY;CH;8592995;46.193863, 6.124012;Y
RANN00;Route d'Annecy;BARDONNEX;CH;8592643;46.154015, 6.139058;Y
RANN01;Route d'Annecy;BARDONNEX;CH;8592643;46.15416, 6.139184;Y
RAVI98;Ravières;PERLY-CERTOUX;CH;8595034;46.152203, 6.100041;N
RBAU01;Rouelbeau;MEINIER;CH;8595674;46.246754, 6.219048;Y
RBNV00;Route de Bonneville;ANNEMASSE;FR;8595851;46.179325, 6.240307;N
RCOR00;Route de Corsinge;MEINIER;CH;8593006;46.246422, 6.237119;Y
RCPS00;Route de Compois;MEINIER;CH;8593005;46.23753, 6.242539;Y
RENF03;Renfile;VERNIER;CH;8593169;46.219883, 6.09614;N
REPE00;Repentance;COLLONGE-BELLERIVE;CH;8592738;46.25526, 6.223448;Y
REVE01;Reverdin;GENÈVE;CH;8592892;46.189941, 6.150402;N
RGAR00;Rue des Gares;GENÈVE;CH;;46.044125, 6.146775;N
RIAN01;Riant-Parc;GENÈVE;CH;8592893;46.22121, 6.120258;N
RICH00;Richelien;VERSOIX;CH;8595667;46.283005, 6.146294;Y
RICH01;Richelien;VERSOIX;CH;8595667;46.283081, 6.1465;Y
RIEU00;Rieu;GENÈVE;CH;8592894;46.196194, 6.166698;Y
RIEU98;Rieu;GENÈVE;CH;8592894;46.195274, 6.164258;N
RIPP00;Rippaz;COLOGNY;CH;8592750;46.228645, 6.196793;Y
RIPP01;Rippaz;COLOGNY;CH;8592750;46.228653, 6.196702;Y
RIVE02;Rive;GENÈVE;CH;8587061;46.201923, 6.152441;Y
RIVE03;Rive;GENÈVE;CH;8587061;46.202648, 6.153824;Y
RIVE99;Rive;GENÈVE;CH;8587061;46.20126, 6.153389;N
RLAC00;Rue du Lac;GENÈVE;CH;8592900;46.203529, 6.157521;Y
RLUL00;Route de Lullier;JUSSY;CH;8592969;46.225918, 6.248939;N
RMDA00;Ramada Encore;LANCY;CH;;46.178501, 6.128596;N
ROBH91;Bernex-Hainard;BERNEX;CH;8508128;46.17609, 6.066146;N
ROBH92;Bernex-Hainard;BERNEX;CH;8508128;46.176064, 6.066771;N
ROCH99;Roches;GENÈVE;CH;8592896;46.199623, 6.162303;N
ROMO00;Avenue-Rosemont;GENÈVE;CH;;46.044125, 6.146775;N
RONE00;Rhône;VETRAZ-MONTHOUX;FR;;46.182697, 6.245025;N
RONE01;Rhône;VETRAZ-MONTHOUX;FR;;46.18256, 6.244096;N
ROSE00;Roseraie;GENÈVE;CH;8592898;46.192745, 6.150494;N
ROSE99;Roseraie;GENÈVE;CH;8592898;46.192265, 6.149685;N
ROTD01;Rotonde;VILLE-LA-GRAND;FR;8595850;46.204281, 6.240976;N
ROUE00;Rouette;CHOULEX;CH;8592719;46.230927, 6.213075;Y
ROUE01;Rouette;CHOULEX;CH;8592719;46.231068, 6.212812;Y
ROYA00;Auteuil - Royal;GENÈVE;CH;;46.212994, 6.145179;N
RPRS00;Route de Presinge;JUSSY;CH;8593007;46.226818, 6.247299;N
RPRS03;Route de Presinge;JUSSY;CH;8593007;46.227264, 6.246708;N
RSMA02;Collonge-Bellerive, Pré-d'Orsat;COLLONGE-BELLERIVE;CH;8592727;46.256104, 6.209343;Y
RSRV00;Ferney, Résidence la Réserve;FERNEY-VOLTAIRE;FR;1402577;46.254005, 6.116786;N
RTSO00;Route Soly;FILLINGES;FR;;;N
RTTE01;Rochette;ONEX;CH;8593042;46.182388, 6.102374;Y
RUNO00;Russin-Noirettes;RUSSIN;CH;8593090;46.193283, 6.016615;N
RVTT00;Rivolette;TROINEX;CH;8593126;46.1679, 6.144866;Y
RVTT01;Rivolette;TROINEX;CH;8593126;46.168018, 6.144915;Y
S_COBI;Scolaire Colombières;;CH;8587095;;N
S_DRIZ;Scolaire Drize;;CH;;;N
S_FIN;Arrêt scolaire fictif heures fin cours;;CH;;46.044125, 6.146775;N
S_LSTA;Scolaire Lycée De Stael;;CH;;;N
S_PROC;Scolaire Pro Colonges;;CH;;;N
S_PUPL;Scolaire Puplinge;;CH;;;N
S_RENA;Scolaire Renard;;CH;;;N
S_STAL;Scolaire De Stael;;CH;;;N
S_STIT;Scolaire Stitelmann;;CH;;;N
S_VAND;Scolaire Vandoeuvre;;CH;;;N
S_VUIL;Scolaire Vuillonnex;;CH;;;N
SABL01;Sablières;SATIGNY;CH;;46.216976, 6.057964;N
SACO01;Veyrier-Salle communale;VEYRIER;CH;8593212;46.168392, 6.184672;N
SADN03;Sauverny-Douane;VERSOIX;CH;8595670;46.311714, 6.120814;N
SAGY00;Le Saugy;GENTHOD;CH;8595023;46.2603, 6.157703;N
SAND00;Saint-André;ANNEMASSE;FR;8595854;46.19054, 6.233285;N
SANT00;Saint-Antoine;GENÈVE;CH;8592907;46.199936, 6.150908;Y
SARV01;Saconnex-d'Arve;PLAN-LES-OUATES;CH;8593067;46.159706, 6.125056;Y
SAUS00;Saussac;TROINEX;CH;8593127;46.161457, 6.148476;Y
SAUS01;Saussac;TROINEX;CH;8593127;46.161636, 6.148471;Y
SAVS00;Savoises;GENÈVE;CH;8592901;46.201351, 6.138266;N
SCEC02;Sainte-Cécile;MEYRIN;CH;8593019;46.493847, 6.136055;N
SCHA01;Seuchat;COLLEX-BOSSY;CH;8592722;46.273888, 6.12278;Y
SCLOST;Sainte-Clotilde Stationnement;GENÈVE;CH;8592908;46.200371, 6.131757;N
SEFE01;Sézenove-Ferrand;BERNEX;CH;8595224;46.165413, 6.054815;Y
SEGA01;Sécheron-Gare;GENÈVE;CH;;46.223408, 6.144675;N
SELI01;Sellières;VERNIER;CH;8593170;46.197819, 6.100946;Y
SENV01;Sézenove;BERNEX;CH;8587090;46.16428, 6.056553;N
SERV00;Servette;GENÈVE;CH;8592903;46.213238, 6.130414;Y
SERV02;Servette;GENÈVE;CH;8592903;46.213516, 6.129111;Y
SEVI00;Sézenove-Village;BERNEX;CH;8595043;46.164566, 6.056106;Y
SEVI02;Sézenove-Village;BERNEX;CH;8595043;46.165649, 6.055151;N
SEYM00;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.206852, 6.20106;Y
SEZG98;Sézegnin-Village;AVUSY;CH;8587089;46.144566, 6.01271;N
SGAS00;Saint-Genis, Allondon Sud;SAINT-GENIS-POUILLY;FR;1402500;46.254555, 6.027141;Y
SGEO01;Saint-Georges;LANCY;CH;;46.196537, 6.117639;N
SGGA00;Sergy-Gare;SERGY;FR;1401097;46.248981, 6.010543;Y
SGGA01;Sergy-Gare;SERGY;FR;1401097;46.248177, 6.011757;Y
SGNY01;Ségny-Centre;SÉGNY;FR;1401800;46.295513, 6.076231;Y
SGPO01;Saint Genis-Pouilly;SAINT-GENIS-POUILLY;FR;;46.254459, 6.035189;N
SGVA00;Saint-Gervais;GENÈVE;CH;;46.205688, 6.142167;N
SGVA01;Saint-Gervais;GENÈVE;CH;;46.205723, 6.141803;N
SHUM00;Saint-Genis-Schuman;SAINT-GENIS-POUILLY;FR;1401793;46.243313, 6.034241;Y
SIGL02;SIG Lignon;VERNIER;CH;8593171;46.044769, 6.1434;N
SIGN00;Signal;VERNIER;CH;8595052;46.220051, 6.085119;Y
SIGN01;Signal;VERNIER;CH;8595052;46.220024, 6.084873;Y
SIGN02;Signal;VERNIER;CH;8595052;46.21991, 6.086303;N
SIGN03;Signal;VERNIER;CH;8595052;46.219841, 6.086303;N
SIMO00;Collège Sismondi;GENÈVE;CH;8592905;46.221069, 6.141256;N
SION00;Sionnet;JUSSY;CH;8592970;46.23357, 6.250704;Y
SION01;Sionnet;JUSSY;CH;8592970;46.233459, 6.250551;Y
SION02;Sionnet;JUSSY;CH;8592970;46.234898, 6.248549;Y
SION03;Sionnet;JUSSY;CH;8592970;46.234684, 6.248838;Y
SION98;Sionnet;JUSSY;CH;8592970;46.234886, 6.25138;N
SION99;Sionnet;JUSSY;CH;8592970;46.234516, 6.251143;N
SISM00;L.-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.202, 6.195781;Y
SISM01;L.-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.201607, 6.195362;Y
SJBE00;Saint-Julien-Berthollet;SAINT-JULIEN-EN-GENEVOIS;FR;1402004;46.143612, 6.085682;N
SJCE00;Saint-Julien-Centre;SAINT-JULIEN-EN-GENEVOIS;FR;1401233;46.144707, 6.081966;Y
SJCE01;Saint-Julien-Centre;SAINT-JULIEN-EN-GENEVOIS;FR;1401233;46.145058, 6.082488;Y
SJGA00;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;46.142796, 6.085185;N
SJGA01;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;46.143208, 6.085109;N
SJHO00;Saint-Julien-Hôpital;SAINT-JULIEN-EN-GENEVOIS;FR;1401640;46.146061, 6.080055;N
SJHU98;Saint-Julien-Hutins;SAINT-JULIEN-EN-GENEVOIS;FR;1401797;46.147518, 6.086737;N
SJHU99;Saint-Julien-Hutins;SAINT-JULIEN-EN-GENEVOIS;FR;1401797;46.147495, 6.087101;N
SJLH01;Saint-Julien-Lathoy hameau;SAINT-JULIEN-EN-GENEVOIS;FR;1401638;46.141319, 6.104312;N
SJME00;Saint Julien, Marché;SAINT-JULIEN-EN-GENEVOIS;FR;;46.143959, 6.083336;N
SJSN02;Saint Julien, gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142185, 6.085639;N
SJSN03;Saint Julien, gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142014, 6.084956;N
SJSN04;Saint Julien, gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142418, 6.086229;Y
SJSN06;Saint Julien, gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142464, 6.086289;N
SJSN07;Saint Julien, gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142155, 6.085359;N
SJSN99;Saint Julien, gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.143692, 6.084545;N
SLEV00;Salle du Levant;GENÈVE;CH;;46.204964, 6.150882;N
SLEV01;Salle du Levant;GENÈVE;CH;;;N
SMAU01;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253017, 6.216962;Y
SMAU99;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253258, 6.216022;N
SMAV00;Sézegnin-Mairie d'Avusy;AVUSY;CH;8507432;46.144825, 6.00711;N
SNDT01;Stand;GENÈVE;CH;8592906;46.203594, 6.141091;N
SNTD03;Stand;GENÈVE;CH;8592906;46.204124, 6.140283;N
SOCI99;Contrat-Social;GENÈVE;CH;8592811;46.206615, 6.119523;N
SONN00;Sonnex;LE GRAND-SACONNEX;CH;8503331;46.228542, 6.123435;Y
SONN01;Sonnex;LE GRAND-SACONNEX;CH;8503331;46.228489, 6.123462;Y
SORB00;Sorbier;VERNIER;CH;8593172;46.217709, 6.070155;N
SPOR00;Parc-des-Sports;GENÈVE;CH;8592875;46.210251, 6.117319;N
SPRE02;Site de Prevessin 2;PRÉVESSIN-MOËNS;FR;;46.25655, 6.054041;N
SRRL01;Soral-Rte-Laconnex;SORAL;CH;8587390;46.144264, 6.043495;N
SRVE01;Serves;PLAN-LES-OUATES;CH;8593068;46.166908, 6.132601;Y
SRVI03;Soral, église;SORAL;CH;8595044;46.144566, 6.043868;N
SSCA00;Collonge-Bellerive, Sous-Caran;COLLONGE-BELLERIVE;CH;;46.252216, 6.196063;N
SSUS00;Sac.-Arve-Dessus;PLAN-LES-OUATES;CH;;46.157249, 6.125647;N
STAL02;De-Staël;CAROUGE;CH;8592670;46.175606, 6.132004;N
STAL03;De-Staël;LANCY;CH;8592670;46.176102, 6.132665;Y
STGE01;Grand-Lancy, Stade de Genève;LANCY;CH;8588802;46.17976, 6.12956;Y
STGE03;Grand-Lancy, Stade de Genève;LANCY;CH;8588802;46.180161, 6.12898;Y
STGE06;Grand-Lancy, Stade de Genève;LANCY;CH;8588802;46.178894, 6.128544;Y
STLO00;Saint-Loup;VERSOIX;CH;8595666;46.282532, 6.154493;Y
STND01;Stand;GENÈVE;CH;8592906;46.203709, 6.140944;Y
STND04;Stand;GENÈVE;CH;8592906;46.204193, 6.140181;Y
STND06;Stand;GENÈVE;CH;8592906;46.044739, 6.143383;N
STRC00;Stade Trois-Chêne;CHÊNE-BOURG;CH;8592716;46.192303, 6.192335;Y
SUIT00;Suite-Novotel;VERNIER;CH;;46.220608, 6.113365;N
SUMO01;Sur-le-Moulin;AVUSY;CH;8592639;46.14365, 6.019293;Y
SURA00;Sur Rang;VEYRIER;CH;8593215;46.175728, 6.149083;N
SURA01;Sur Rang;VEYRIER;CH;8593215;46.175697, 6.149045;N
SVEY01;Vessy-Stand de tir;VEYRIER;CH;8593214;46.173702, 6.170046;Y
SVEY03;Vessy-Stand de tir;VEYRIER;CH;8593214;46.173786, 6.168943;Y
SVIL01;Sous-Villette;THÔNEX;CH;8593123;46.181747, 6.188276;Y
SVON00;Savonnière (Hôpital de Bellerive);COLLONGE-BELLERIVE;CH;8592728;46.258259, 6.209684;Y
SYCS01;Satigny-Centre sportif;SATIGNY;CH;8595228;46.210007, 6.035617;Y
SYGA00;Satigny-Gare;SATIGNY;CH;8587389;46.214401, 6.037318;Y
SYGA97;Satigny-Gare;SATIGNY;CH;8587389;46.215164, 6.03845;N
SYPO00;Satigny-Poste;SATIGNY;CH;8593102;46.213757, 6.033266;Y
SYPO01;Satigny-Poste;SATIGNY;CH;8593102;46.213696, 6.033267;Y
TANI00;Taninges;CRANVES-SALES;FR;8595857;46.180664, 6.287629;N
TANN00;Tannay-Village;VAUD;CH;8588655;46.309391, 6.175059;N
TANN03;Tannay-Gare;VAUD;CH;8588655;46.30793, 6.180084;N
TCAR00;Carouge-Tours;CAROUGE;CH;8587037;46.183556, 6.135867;Y
TCAR02;Carouge-Tours;CAROUGE;CH;8587037;46.183277, 6.135083;Y
TCAR04;Carouge-Tours;CAROUGE;CH;8587037;46.183228, 6.135668;Y
TCRE00;Tour-Carrée;COLOGNY;CH;8592753;46.22514, 6.183223;Y
TCRE01;Tour-Carrée;COLOGNY;CH;8592753;46.224598, 6.182652;Y
TCS200;Parking TCS2;VERNIER;CH;;46.22279, 6.08553;N
TELS00;Télécabine du Salève;;CH;;46.162418, 6.188813;N
TESA00;Téléphérique du Salève;ETREMBIÈRES;FR;;;N
TGIN03;Tougin-Hôpital;GEX;FR;1401811;46.32523, 6.057591;Y
THGA00;Thoiry-Gare;THOIRY;FR;1401807;46.231831, 5.979774;Y
THGA01;Thoiry-Gare;THOIRY;FR;1401807;46.231853, 5.97976;Y
THRE01;Théâtre;GENÈVE;CH;8595022;46.202316, 6.141963;Y
THRE98;Théâtre;GENÈVE;CH;8595022;46.201897, 6.141644;N
THREST;Théâtre arrêt de stationnement;GENÈVE;CH;;;N
THRY01;Thairy;SAINT-JULIEN-EN-GENEVOIS;FR;;46.044739, 6.143383;N
TILL00;Dardagny-Les Tilleuls;DARDAGNY;CH;8592770;46.191639, 5.996694;Y
TILL01;Dardagny-Les Tilleuls;DARDAGNY;CH;8592770;46.191162, 5.997471;Y
TIOC00;Tiocan;THOIRY;FR;;46.239315, 5.979988;N
TLIG01;Lignon-Tours;VERNIER;CH;8593173;46.200726, 6.0938;Y
TLIG99;Lignon-Tours;VERNIER;CH;8593173;46.493847, 6.136055;N
TMOU00;Terre Mousson;SATIGNY;CH;8593105;46.197346, 6.056518;Y
TNEL00;Tournelles;VILLE-LA-GRAND;FR;8595859;46.197647, 6.24313;N
TOCO01;Tour-de-Contrôle;MEYRIN;CH;8593021;46.228504, 6.104003;Y
TOLO00;Loisin - Tholomaz;LOISIN;FR;;46.270821, 6.312341;N
TOLO01;Loisin - Tholomaz;LOISIN;FR;;46.270943, 6.312027;N
TOU01;Tourbillon;PLAN-LES-OUATES;CH;8593069;46.16457, 6.103717;N
TOUR00;Tourelle;GENÈVE;CH;8592911;46.224133, 6.127119;Y
TOUR01;Tourelle;GENÈVE;CH;8592911;46.224323, 6.126986;Y
TOUV01;Touvière;AVULLY;CH;8592631;46.175152, 5.997778;Y
TRAN00;Tranchées;GENÈVE;CH;8592912;46.19849, 6.155424;Y
TRAV00;Traversins;AVUSY;CH;;46.145988, 6.001834;N
TRAV01;Traversins;AVUSY;CH;;46.146027, 6.001895;N
TRBL00;Trèfle-Blanc;PLAN-LES-OUATES;CH;8593070;46.171638, 6.125585;Y
TRCI00;Troinex-Cimetière;TROINEX;CH;8508119;46.162502, 6.152232;N
TRCI01;Troinex-Cimetière;TROINEX;CH;8508119;46.16246, 6.152073;N
TREU01;Treulaz;AIRE-LA-VILLE;CH;8592620;46.185955, 6.045369;N
TRLL00;La Traille;ONEX;CH;8593029;46.184437, 6.094293;Y
TRMB00;Trembley;GENÈVE;CH;8592913;46.217712, 6.126431;Y
TRMB02;Trembley;GENÈVE;CH;8592913;46.218388, 6.125689;Y
TRNT02;Tronchet;THÔNEX;CH;8593116;46.193405, 6.203373;N
TRNT03;Tronchet;THÔNEX;CH;8593116;46.193478, 6.203281;N
TRNT04;Tronchet;THÔNEX;CH;8593116;46.192783, 6.203271;N
TRNT05;Tronchet;THÔNEX;CH;8593116;46.197163, 6.206476;Y
TRNT99;Tronchet;THÔNEX;CH;8593116;46.197239, 6.206241;N
TRSI98;Terrassière;GENÈVE;CH;8592910;46.20089, 6.155718;N
TRTI01;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.242432, 6.12227;Y
TRTI04;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.243801, 6.125517;Y
TRTI06;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.24321, 6.122096;N
TRTI08;Tunnel Routier;LE GRAND-SACONNEX;CH;8592953;46.242748, 6.121707;N
TUIL01;La Tuilière;AVUSY;CH;8592635;46.149071, 6.006402;Y
TULE99;Les Tuileries-Gare;BELLEVUE;CH;8503229;46.250294, 6.146357;N
TURA00;Turaines;GY;CH;8592954;46.251484, 6.260078;Y
TVER01;Taverney;LE GRAND-SACONNEX;CH;8592952;46.230705, 6.117264;Y
UNIM00;Uni-Mail;GENÈVE;CH;8592915;46.195179, 6.140888;Y
UNIM02;Uni-Mail;GENÈVE;CH;8592915;46.194809, 6.141195;Y
VACA01;Vernier, Avanchets-Casaï;VERNIER;CH;8593158;46.221931, 6.111238;Y
VACC01;Vandoeuvres-Centre communal;VANDOEUVRES;CH;8508248;46.223892, 6.205781;Y
VALL00;Vallard;GAILLARD;FR;;46.191822, 6.207867;N
VALP00;Valeury Lycée Professionnel;ANNEMASSE;FR;8595861;46.185829, 6.236459;N
VALY01;Bernex-Vailly;BERNEX;CH;8508134;46.172256, 6.060715;N
VALY02;Bernex-Vailly;BERNEX;CH;8508134;46.175076, 6.060981;Y
VALY04;Bernex-Vailly;BERNEX;CH;8508134;46.174877, 6.060093;Y
